상호명,주소,업종대분류,업종중분류,업종소분류
헤어정원,서울특별시 강남구 역삼동 793-5,생활서비스,이/미용/건강,여성미용실
더컷,서울특별시 중랑구 신내동 462-4,생활서비스,이/미용/건강,남성미용실
예쁜네일,서울특별시 마포구 상암동 1740,생활서비스,이/미용/건강,발/네일케어
육대장,서울특별시 강동구 길동 416-19,음식,한식,한식/백반/한정식
네일도,서울특별시 송파구 문정동 618,생활서비스,이/미용/건강,발/네일케어
예현상사,서울특별시 마포구 공덕동 456,,,
에이스한방병원,서울특별시 강서구 등촌동 700,의료,병원,한방병원
욜로와,서울특별시 동작구 상도동 22-151,음식,한식,한식/백반/한정식
샌드커피논탄토,서울특별시 강남구 신사동 544-23,음식,패스트푸드,샌드위치전문점
청명어린이집,서울특별시 성북구 석관동 340-11,학문/교육,학원기타,학원(종합)
데미타스커피상암DMC점,서울특별시 마포구 상암동 1444,음식,커피점/카페,커피전문점/카페/다방
참나무통닭삼계탕,서울특별시 마포구 망원동 406-18,음식,닭/오리요리,삼계탕전문
새날스토리,서울특별시 구로구 개봉동 264-1,음식,커피점/카페,커피전문점/카페/다방
샹하오,서울특별시 영등포구 여의도동 13-3,음식,중식,중국음식/중국집
다온스시,서울특별시 성동구 하왕십리동 700,음식,일식/수산물,음식점-초밥전문
세븐일레븐신내우디안점,서울특별시 중랑구 신내동 90,소매,종합소매점,편의점
비워비어,서울특별시 마포구 도화동 25-62,음식,유흥주점,호프/맥주
신촌설렁탕,서울특별시 마포구 공덕동 119-45,음식,한식,설렁탕집
미송피부관리,서울특별시 관악구 신림동 241-85,생활서비스,이/미용/건강,비만/피부관리
브이포벤처스,서울특별시 금천구 가산동 371-17,,,
밀도롯데팝업점,서울특별시 중구 소공동 1,음식,제과제빵떡케익,제과점
CU개봉목감천점,서울특별시 구로구 개봉동 277-17,소매,종합소매점,편의점
MJCOOK,서울특별시 성북구 종암동 131-2,음식,한식,한식/백반/한정식
휴양지,서울특별시 관악구 봉천동 1670-5,음식,양식,정통양식/경양식
GS25,서울특별시 구로구 개봉동 370-19,소매,종합소매점,편의점
무한장소,서울특별시 성동구 용답동 5-3,음식,한식,한식/백반/한정식
와이제이스파앤왁싱바압구정점,서울특별시 강남구 신사동 643-6,생활서비스,이/미용/건강,비만/피부관리
아이디헤어,서울특별시 강서구 등촌동 689,생활서비스,이/미용/건강,여성미용실
메이랩,서울특별시 영등포구 도림동 182-3,음식,커피점/카페,커피전문점/카페/다방
센스헤어라인,서울특별시 서대문구 홍제동 179-10,생활서비스,이/미용/건강,여성미용실
수나머리방,서울특별시 중랑구 면목동 673-21,생활서비스,이/미용/건강,여성미용실
스시오오시마,서울특별시 양천구 신정동 282-51,음식,일식/수산물,음식점-초밥전문
설악추어탕,서울특별시 송파구 신천동 11-9,음식,한식,추어탕전문
새봄헤어,서울특별시 동대문구 제기동 120-10,생활서비스,이/미용/건강,여성미용실
진네일,서울특별시 성동구 하왕십리동 700,생활서비스,이/미용/건강,발/네일케어
돈슐랭,서울특별시 성동구 행당동 317-190,음식,한식,한식/백반/한정식
부동산중개법인한결,서울특별시 송파구 문정동 632,부동산,부동산중개,부동산중개
팀버라인아웃도어,서울특별시 마포구 성산동 278-41,소매,운동/경기용품소매,운동/경기용품
스시타이쇼,서울특별시 마포구 도화동 1-378,음식,일식/수산물,음식점-초밥전문
한국아쿠아운동협회,서울특별시 송파구 가락동 99-3,스포츠,운영관리시설,기타경기후원업/경기단체
고려상사,서울특별시 마포구 합정동 395-8,도매/유통/무역,가공식품도매,가공식품도매-기타
스노우폭스잠실역점,서울특별시 송파구 신천동 7-30,음식,한식,한식/백반/한정식
휘카페동부시장점,서울특별시 중랑구 면목동 184-47,음식,커피점/카페,커피전문점/카페/다방
모바일랩기술연구소,서울특별시 마포구 용강동 67-1,소매,사진/광학/정밀기기소매,핸드폰소매
엠제이화재특종자동차상해손해사,서울특별시 관악구 남현동 1060-17,금융,보험,보험감정업
월면가,서울특별시 강서구 내발산동 655-6,음식,한식,한식/백반/한정식
전티마이베트남쌀국수,서울특별시 강서구 화곡동 107-13,음식,별식/퓨전요리,동남아음식전문점
카페노티드,서울특별시 강남구 신사동 647-4,음식,한식,한식/백반/한정식
신의주찹쌀순대,서울특별시 양천구 목동 615-2,음식,별식/퓨전요리,순대전문점
알렌센터엘오,서울특별시 강남구 청담동 117-40,음식,한식,한식/백반/한정식
모아스페이,서울특별시 구로구 구로동 811,전자/정보통신,소프트웨어,소프트웨어개발/자료처리-종합
CAFESTUDIUM,서울특별시 송파구 방이동 124-10,음식,한식,한식/백반/한정식
천하대만족,서울특별시 도봉구 창동 632-61,음식,한식,한식/백반/한정식
달파스타,서울특별시 용산구 원효로1가 128-23,음식,양식,스파게티전문점
맘라이스,서울특별시 종로구 명륜1가 31-20,음식,한식,한식/백반/한정식
세레니끄,서울특별시 서대문구 연희동 137-5,생활서비스,이/미용/건강,비만/피부관리
스마트파머스2,서울특별시 영등포구 신길동 202-215,,,
부뜨막,서울특별시 양천구 목동 923-5,음식,한식,한식/백반/한정식
신성,서울특별시 중구 입정동 64,음식,한식,한식/백반/한정식
세루리안앤드팩토리,서울특별시 강동구 성내동 434-20,음식,커피점/카페,커피전문점/카페/다방
나비플랫폼,서울특별시 송파구 문정동 634,,,
깐부치킨,서울특별시 강남구 세곡동 590,음식,닭/오리요리,후라이드/양념치킨
정다운식당,서울특별시 중랑구 면목동 369-2,음식,한식,한식/백반/한정식
곱창선생,서울특별시 강남구 논현동 166,음식,한식,곱창/양구이전문
육개장&만두,서울특별시 중구 충무로5가 36-2,음식,한식,한식/백반/한정식
TOP슈,서울특별시 금천구 가산동 60-8,,,
빽다방,서울특별시 강서구 마곡동 757-3,음식,커피점/카페,커피전문점/카페/다방
퀴즈헤나샵,서울특별시 강동구 천호동 461-126,,,
빅스,서울특별시 송파구 잠실동 40-1,제조,식품가공/제조,종합식품제조
세븐일레븐,서울특별시 관악구 신림동 103-276,소매,종합소매점,편의점
별별김밥,서울특별시 강북구 미아동 82-19,음식,분식,라면김밥분식
대성에프앤,서울특별시 서대문구 홍제동 469,제조,식품가공/제조,종합식품제조
진우푸드,서울특별시 구로구 구로동 3-25,제조,식품가공/제조,종합식품제조
회파는초밥집,서울특별시 강남구 역삼동 828-21,음식,일식/수산물,음식점-초밥전문
73명품도야지,서울특별시 마포구 상수동 334-13,음식,한식,한식/백반/한정식
해뜨는집,서울특별시 영등포구 신길동 4318,음식,한식,한식/백반/한정식
더치앤빈신수점,서울특별시 마포구 신수동 448-9,음식,커피점/카페,커피전문점/카페/다방
호돌카페,서울특별시 성북구 종암동 33-14,음식,한식,한식/백반/한정식
에머이서초,서울특별시 서초구 서초동 1445-4,,,
양심식당,서울특별시 동대문구 제기동 630-10,음식,한식,한식/백반/한정식
돈마니돼지찌개,서울특별시 금천구 시흥동 984,음식,한식,한식/백반/한정식
연희김밥,서울특별시 강서구 마곡동 757-3,음식,분식,라면김밥분식
홍가네닭한마리닭칼국수,서울특별시 용산구 원효로1가 24-2,음식,분식,국수/만두/칼국수
라이프채널,서울특별시 강서구 등촌동 717,,,
나인쿡,서울특별시 종로구 평동 43,,,
전주식당,서울특별시 양천구 목동 791-4,음식,한식,한식/백반/한정식
제이무역,서울특별시 송파구 문정동 644,,,
지에스리테일H&B까치산점,서울특별시 강서구 화곡동 341-73,소매,종합소매점,종합소매
알고사다,서울특별시 서초구 서초동 1600-3,,,
메르시푸드한시적영업,서울특별시 강동구 명일동 312-99,제조,식품가공/제조,종합식품제조
금룡,서울특별시 영등포구 여의도동 14-11,음식,중식,중국음식/중국집
장모님꽈배기&호떡,서울특별시 관악구 봉천동 933-7,음식,제과제빵떡케익,떡/한과집
수내닭꼬치미아사거리역점,서울특별시 강북구 미아동 460-57,음식,유흥주점,꼬치구이전문점
서경대학교청운관,서울특별시 성북구 정릉동 산16-1,,,
스테이크트럭,서울특별시 서초구 서초동 700,음식,양식,스테이크전문점
강남워싱빨래방,서울특별시 강남구 일원동 627,생활서비스,세탁/가사서비스,세탁소/빨래방
J헤어,서울특별시 노원구 중계동 141-33,생활서비스,이/미용/건강,여성미용실
민헤어살롱,서울특별시 동대문구 장안동 194-3,생활서비스,이/미용/건강,여성미용실
S네일,서울특별시 관악구 신림동 526-1,생활서비스,이/미용/건강,발/네일케어
법무법인우리,서울특별시 강남구 논현동 143-6,생활서비스,법무세무회계,법무사
가자렌트카,서울특별시 강남구 삼성동 130-9,생활서비스,물품기기대여,렌트카
JS정보통신,서울특별시 관악구 신림동 1659-41,소매,사진/광학/정밀기기소매,핸드폰소매
서예건설,서울특별시 강남구 논현동 257-9,학문/교육,학원-음악미술무용,서예/서화/미술
마르셀,서울특별시 영등포구 여의도동 28-3,음식,유흥주점,호프/맥주
커피베이불광점,서울특별시 은평구 불광동 631-1,음식,커피점/카페,커피전문점/카페/다방
버터사운드테이블,서울특별시 서대문구 남가좌동 5-187,음식,제과제빵떡케익,제과점
공주식당,서울특별시 관악구 신림동 703-5,음식,한식,한식/백반/한정식
녹십초,서울특별시 강남구 논현동 183-7,,,
홈타운,서울특별시 서대문구 창천동 53-86,음식,한식,한식/백반/한정식
CU안암중앙점,서울특별시 성북구 안암동5가 86-150,소매,종합소매점,편의점
노경성양꼬치,서울특별시 송파구 장지동 896,음식,유흥주점,꼬치구이전문점
가메골,서울특별시 마포구 신공덕동 173,제조,식품가공/제조,종합식품제조
컨테이너수제돈까스,서울특별시 동대문구 휘경동 293-103,음식,양식,돈가스전문점
티케헤어,서울특별시 중랑구 상봉동 74-4,생활서비스,이/미용/건강,여성미용실
에이치헤어,서울특별시 양천구 신정동 996-7,생활서비스,이/미용/건강,여성미용실
마켓인,서울특별시 강북구 미아동 1351,제조,식품가공/제조,종합식품제조
라크레마,서울특별시 성북구 돈암동 535-1,음식,양식,정통양식/경양식
신사사골칼국수,서울특별시 서초구 잠원동 21-1,음식,분식,국수/만두/칼국수
막걸리싸롱신천점,서울특별시 송파구 잠실동 185-3,음식,유흥주점,민속주점
아찌분식,서울특별시 양천구 목동 404-16,음식,분식,라면김밥분식
미체,서울특별시 강남구 신사동 582-2,생활서비스,이/미용/건강,비만/피부관리
블리스바버샵,서울특별시 마포구 망원동 377-16,생활서비스,이/미용/건강,남성미용실
